"","ampl total power alpha zero","ampl total power beta zero","ampl total power delta zero","ampl total power gamma zero","ampl total power theta zero","approx entropy zero","betw cen e-icoh alpha zero","betw cen e-icoh beta zero","betw cen e-icoh delta zero","betw cen e-icoh gamma zero","betw cen e-icoh theta zero","betw cen e-plv alpha zero","betw cen e-plv beta zero","betw cen e-plv delta zero","betw cen e-plv gamma zero","betw cen e-plv theta zero","betw cen e-wpli alpha zero","betw cen e-wpli beta zero","betw cen e-wpli delta zero","betw cen e-wpli gamma zero","betw cen e-wpli theta zero","clust coef e-icoh alpha zero","clust coef e-icoh beta zero","clust coef e-icoh delta zero","clust coef e-icoh gamma zero","clust coef e-icoh theta zero","clust coef e-plv alpha zero","clust coef e-plv beta zero","clust coef e-plv delta zero","clust coef e-plv gamma zero","clust coef e-plv theta zero","clust coef e-wpli alpha zero","clust coef e-wpli beta zero","clust coef e-wpli delta zero","clust coef e-wpli gamma zero","clust coef e-wpli theta zero","correlation dimension zero","dfa exponent alpha zero","dfa exponent beta zero","dfa exponent delta zero","dfa exponent gamma zero","dfa exponent theta zero","higuchi fractal dim zero","hjorth activity zero","hjorth complexity zero","hjorth mobility zero","katz fractal dim zero","kurtosis ampl alpha zero","kurtosis ampl beta zero","kurtosis ampl delta zero","kurtosis ampl gamma zero","kurtosis ampl theta zero","life time alpha zero","life time beta zero","life time delta zero","life time gamma zero","life time theta zero","lyapunov exponent zero","lzc exhaustive zero","lzc primitive zero","mean ampl alpha zero","mean ampl beta zero","mean ampl delta zero","mean ampl gamma zero","mean ampl theta zero","microstate A zero","microstate B zero","microstate C zero","microstate D zero","microstate E zero","mod index alpha-beta zero","mod index alpha-gamma zero","mod index beta-gamma zero","mod index delta-alpha zero","mod index delta-beta zero","mod index delta-gamma zero","mod index delta-theta zero","mod index theta-alpha zero","mod index theta-beta zero","mod index theta-gamma zero","node str e-icoh alpha zero","node str e-icoh beta zero","node str e-icoh delta zero","node str e-icoh gamma zero","node str e-icoh theta zero","node str e-plv alpha zero","node str e-plv beta zero","node str e-plv delta zero","node str e-plv gamma zero","node str e-plv theta zero","node str e-wpli alpha zero","node str e-wpli beta zero","node str e-wpli delta zero","node str e-wpli gamma zero","node str e-wpli theta zero","permutation entropy zero","range asymmetry alpha zero","range asymmetry beta zero","range asymmetry delta zero","range asymmetry gamma zero","range asymmetry theta zero","range coef var alpha zero","range coef var beta zero","range coef var delta zero","range coef var gamma zero","range coef var theta zero","relative ampl alpha zero","relative ampl beta zero","relative ampl delta zero","relative ampl gamma zero","relative ampl theta zero","rqa determinism zero","rqa entropy zero","rqa laminarity zero","rqa max diagonal zero","rqa max vertical zero","rqa mean diagonal zero","rqa rte zero","rqa trapping time zero","sample entropy zero","skewness ampl alpha zero","skewness ampl beta zero","skewness ampl delta zero","skewness ampl gamma zero","skewness ampl theta zero","spectral entropy alpha zero","spectral entropy beta zero","spectral entropy delta zero","spectral entropy gamma zero","spectral entropy theta zero","std ampl alpha zero","std ampl beta zero","std ampl delta zero","std ampl gamma zero","std ampl theta zero","waiting time alpha zero","waiting time beta zero","waiting time delta zero","waiting time gamma zero","waiting time theta zero"
"correlation dimension zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326154418816387,0.887858240217546,0.547422094212332,0.212878764251659,0.0976956931357608,0.000445568604746205,1.71843353611312e-05,0.00315272368220854,0.0549177551198194,7.7715611723761e-16,0.167427393664018,1.27371668767751e-10,0.00828861760831767,0.229631980638759,0.288835890139522,0.267905272758512,0.0328492918529958,5.15809617240848e-13,0.355188913746912,0.0138919724714888,0.133524908406939,0.0930607969199555,3.04201108747293e-14,6.30606677987089e-14,0.00329581644503874,0.701346862804542,0.0107950849181144,0.697466270860109,0.000878358337936147,0.00732055091709816,0.369472994289499,0.180427143665097,0.726851266447579,7.95229115801988e-06,0.111439421774181,0.881421037167284,0.041960865222987,1.30561783606709e-10,0.670234334897211,0.583483242616341,0.956899565649573,3.30713726526266e-06,0.261886699261828,0.248519369714136,0.38565054229126,0.0297858867876677,0.0156128240653002,0.27856167028245,0.131062299203108,0.114852695734502,0.724567318257336,0.694224143438615,0.903210782016768,0.231685540829727,0.268045779691471,0.10381146173527,0.0128559256762506,0.482311026984766,0.213637680581997,0.00117183410406052,0.000117676556763535,0.690376886679788,0.48418558321738,0.290437416953144,0.27343535648715,0.000227113721716243,0.00315457520008722,0.504031443497024,0.422948020287327,0.166958827325883,1.38034161096812e-05,0,0.0184935590762061,0.0038079784634002,0.0400210303742438,1.60415347671972e-10,0.00280421182851942,4.21138679485011e-11,4.5140322590953e-09,0.00248313462089012,0.00528099752065125,0.000571656314610092,3.66692648983147e-05,0.00022206023012239,0.00917965183166447,0.0694865404836378,0.0999243286201827,0.591125940959627,0.0526793683690818,0.00231027903434677,0,0.023274869731628,0.00220841874186872,0.0458301837997148,0.020027175157846,0.694739527569546,0.00979464206732383,0.695842390712925,0.00149434574254315,0.0165840033836264,1.54146051256632e-07,0.430556657093864,0.0010148941428727,0.161067482288855
"dfa exponent alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13337881991044,0.042928510129068,0.00479694140322207,0.303470800939843,0.0218749864538461,0.44528817877652,1.19015908239817e-13,1.04849828819198e-07,0,0.0830414622818971,0,1.35544897528206e-09,0.00162962270020417,0.0105392550048036,0.763657728658938,2.32036612146658e-14,0.000807836233518877,0.000656808121737296,0.0395711889678554,0.337564133863313,0.583799220060326,0.700539366807424,0.234046874847834,0.0734515139629073,0.297803827141734,3.69287843637878e-08,0.1983485456827,0.000974960264070512,0,2.86667356519388e-11,0,0.277701708086482,3.65050977553238e-05,0.00216829738698632,0.346182267395527,0.159004142592801,0.0655396558996657,0.378467915610784,0.106813685227762,0.103687657147534,0.694377844258196,0.833687600038403,0.649307250490449,0.001718006740415,0.138174931863488,0.192672712716591,0.0214929853757724,0.0424085118355506,0.0759051747268173,0.337220384145778,0.504321093475115,0.693322499620978,0.747124700501396,0.0105892329989883,0.00212958442234723,0.0914322597055461,1.22766409071939e-06,0.315780158834335,0.0787944036400485,0,0,0,0.00035098578039916,4.02122779519232e-13,2.86522919398235e-05,0.00434406210133975,0.000402929548009912,0.0379979294110651,0.0307170528425729,0.00023008300817573,1.30294108835471e-08,0.00903942302968175,1.34810436147603e-07,1.56821912122851e-08,3.50260003223468e-08,0.111648707724996,0.0016241345586876,1.6792294354695e-05,0.0115047256311537,0.0501408324769874,0.00770866537132509,0.277198815695042,0.598989716691313,0.0033933704740452,0.00651546112564139,0.000218128359395942,0.0271432413659172,0.0220755105185757,0.0178193546643475,0.202299540994486,0.513830750268437,0.62457675725217,0.181724135487641,0,0,0.000106457320389719,2.60687027520135e-11,0.264758160996213
"dfa exponent beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305517446679766,7.96842736394687e-06,2.53099478921825e-05,0.103514857340721,1.71661716841243e-07,0.24595498283184,0,0,0,0.00123392903842157,0,0,1.68680625023399e-10,4.63231515057672e-06,0.682811657006339,0,2.70477560593285e-06,2.26837914696354e-06,0.000143016556590547,0.000424186772741253,0.00420278855923661,0.445975774052854,0.00439033189226401,0.000733281065251723,0.0700731612611211,0,0.40411797405798,0.00732797114166794,0,0,0,0.371904656004516,8.30446822419617e-14,0.000343863368849062,0.270042896370739,0.431327186380564,0.213549109160668,0.312860279728073,0.0435715256391629,0.00311398801919083,0.2314881426763,0.739115137729192,0.601139744372166,0.00200877791956722,0.196273464820182,0.0111491917261344,0.0361911433642573,0.00565080569547249,0.024339855099632,0.0742217895888352,0.0942739754664295,0.578390318164724,0.713545530976353,0.000198371369494521,1.75188999529396e-07,0.0019845008091115,0,0.354689195426312,0.039609472642544,0,0,0,6.73794353645008e-12,0,0.00202180112247197,0.00869862730165316,0.00133064784529646,0.000508265634087235,0.314435837714613,1.78816008444826e-07,3.33066907387547e-16,8.48816854931433e-05,1.65423230669148e-13,3.99680288865056e-15,4.21884749357559e-15,0.22593807558389,8.21934018180315e-07,1.8464119122541e-12,0.381501132566912,0.0840796980550593,1.13045293792524e-07,0.00419796524380511,0.738453703157426,0.106435594522225,0.00699342751979204,0.000781900272161962,0.000242470864359801,0.270890498789133,4.78089366762191e-06,3.97141493579944e-06,0.00160564310157119,0.309597413647134,0.00210594289573662,0,0,0,0,0.0549435092825663
"dfa exponent delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236166087316247,0,0.298517111217703,1.02140518265514e-13,0,0.028420168873029,1.40307038765108e-07,0,0,6.00796545846549e-09,0.351085820879419,0.339863742628032,0,0.0578157427997434,0,1.51829618877386e-08,2.22044604925031e-16,7.7715611723761e-16,0,4.31976676651402e-12,0,1.05193631583234e-11,0,0.0192997080646971,0.000514054876251224,3.9199394875622e-06,0.643757611012916,0.377365878982682,7.1045391791813e-12,1.7406927607988e-05,0.000147012338898245,0.211134826972531,0.19691373383864,0.375928218295689,0.0827988326138142,0.0654036808819298,0.0978609547723057,0.0992835205182938,0.53435693030773,0.639618468630911,0.0168180373061861,0.679039579720797,0.00279747047178125,0.403843596328052,0.524857273229359,0.000176090717594724,0.310335856360604,0.0255500598317142,0.629914235441747,0.210124165547042,0.0028249442088697,0.70267923293903,0.0138015650785663,8.90682581022872e-08,9.29212262690271e-12,0.00206470766633082,0,0.038637206261507,3.696395141084e-07,1.86809123281506e-07,0,0,0.0396729894357185,0,0.236138843360455,7.15900828063276e-07,0.17910038206652,1.14199707468288e-08,0.000245563903789492,3.21964677141295e-15,6.5905847446146e-10,0,0,3.33066907387547e-15,3.52904576672586e-08,0.00591200933205327,0,0,0.0903189022301359,0.540530561601366,0,0.0028232449241794,0.251306737491568,0.49470267816926,3.55928830853003e-07,0.149823258564364,1.25466526057494e-09,0.000351821572038169,0,1.48769885299771e-14,0,1.7696955012525e-13,0,0.115767280515512,0.0299053100229822,0,0.0600507708655553,0
"dfa exponent gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06142705735834e-08,0.450202076823931,0.0115531708748886,0.204972995548234,0.146026841888752,0.00648088240200972,0.295457534876765,1.22664840168651e-05,1.37556632751057e-13,0,0.0742345689377165,0.00388458271645398,3.63264291436405e-06,2.81282535041782e-08,0.0669977599257047,0.205258843858893,7.02097058269402e-08,0.0804721505055823,0.0877548560176873,0.0768665644746988,0.0728678760124167,0.00015320310839706,0.14700741108942,0.0046001592235615,0.0313160435252113,0.529181642338198,0.00453398925268922,0.798319476791042,0.560616618804388,0.00428513037609179,0,1.64912528077821e-12,0.746899026466056,0.00188215170221295,0.0402440928260367,0.516566624794927,0.718767440184608,0.330405786177789,0.443692682252723,0.604072808507747,0.506970095070997,0.238020957790203,9.82131296578537e-06,0.739876005271522,0.630084687637481,0.0255143238586314,0.0363027909880191,0.127844612873474,0.152811400200799,0.682700018262709,0.55008328703397,0.165918551493502,0.045383987772723,0.726851035550232,0.0977785212872392,0.00202948233502598,0.0590794833793918,3.99289193930841e-08,1.7430501486615e-13,0.404844926270266,1.29164789974823e-10,0,0,0,0.00384516917138544,0.648633895278723,0.349221015968537,0.554966716209643,0.0140009276561903,0.402132464944728,0.0232753898610947,0.00567088170495156,0.026228795054297,0.000674004654191873,0.00109539454411101,0.0143196653923,0.250370165538324,0.000621943457329577,0.00099720198036124,0.716636973265913,0.8271115131156,0.00266795572127965,1.58406621153517e-12,0.670283915422046,0.69160340381514,0.302239693494508,0.541986697125698,0.0127421345840097,0.467156283943702,0.0278366579632494,0.0297067295897033,0.000102128880204111,0.112650492675473,0.00433589142557222,0.00218427418714873,0,0,1.35271942203197e-06,0.0100722467018337
"dfa exponent theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720189587713937,0,1.3378631535943e-11,0,0,0,0.259153563340472,0,6.37332481390196e-06,0,4.77351540517645e-07,0,0,2.79635227196096e-08,9.83080283845084e-12,2.78096234929137e-09,0,0,0,0,0,3.09810642695751e-08,0,2.49869236412792e-10,0.000552293555873717,0,0.18955074903305,1.68776104203516e-12,4.44089209850063e-16,0,0.0131215985599451,0,0.447380757123603,0.475264877925419,1.07013953254409e-09,0,0,0,0.0272955840017898,0.320983154291062,0.52282411018855,0.597060934408182,0,0,0.000995612511263899,6.0000893142842e-11,0.0598202105216303,0,0.000405468964159716,0.365363827560045,0.493340603820167,0.0968850025755288,0,0,0,2.99760216648792e-14,2.26098402222874e-08,0.0393735322331423,0,5.67323965583455e-14,0.196106181077003,0,0.562564285427847,0,0,0,0,0,0.00990584735161959,0,0,0,0,0,0,0,0,0,0.163597060508695,7.59023954799432e-11,0,0.00221965235505484,0,0,0,0,0,0.0358776873509112,0,0,0,1.71173361040999e-08,0,0,0.00880182994708301,0,1.64313007644523e-14,0
"higuchi fractal dim zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19189648653639e-08,0,0,0,0.106938808632713,0.711933544695672,0,0.0147162121771455,0,0,0.170037572836575,0.175389617624401,0.286328869078015,0,0,0,0,8.18900502963515e-13,0,1.05298116404029e-06,0,7.97001539210029e-08,0,0,0,2.82305833154695e-08,2.07611705604904e-14,0,2.57397214653565e-10,0.157444722836956,0.232471440879015,2.60500288007393e-10,0,0,8.27071744424757e-12,1.50815691046802e-08,4.4052872461009e-11,0.18171771682832,0.00903375871856604,0.732307728202115,0.590538392232679,0.0343013304130727,0,1.93251032953867e-08,0.141244705191225,0.012872338920588,0.0015462373537225,0.0428343166398972,2.57704664730074e-05,0.726378391379352,0.557188669886704,0.0364549545100317,1.78494619085257e-09,2.33146835171283e-14,0,0.115191916590187,0.0528208503221557,0.000106387346162307,0.223278899373486,0.37267255581598,0.0402053636739393,0.773745536821525,0.0380336141545967,0,0,0,5.11590769747272e-13,0,0,0,0,0,4.94686832164248e-07,0,0,0,9.77451453110234e-12,0,6.49143216957526e-09,0,2.64060627186424e-06,1.71757941203055e-10,0,0,0,5.15631981556908e-12,0,1.33226762955019e-15,0,7.48814000917086e-06,0,2.11158674545686e-07,0,2.22044604925031e-16,0.000546067512068316,0.0973542516196239,0
"hjorth activity zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967471256871937,0,0,0,0,0,2.66453525910038e-15,0,1.48536755346651e-05,0,0,0,0,0,0,0,0,0,1.87849735766576e-13,0,0.122489850158589,0,0,0,0.0709575879094464,0,0.0242646934594978,7.98705546145584e-11,0,0,0,0,3.67230036379951e-08,0.149777268074548,0.399120377943279,0.512878692870074,0,0,9.18656792510131e-05,0,0.0574544822065485,0,0,0.128286828659647,0.469589597545026,0.225543249418953,0,0,0,0,0.00186207967393182,0.0224230343219896,0,0,0.00147364779012427,0,0.384169980724799,0,0,0,0,0,4.08895753922778e-07,0,0,0,0,0,0,0,0,0,0,0.0252955266707424,0,2.06501482580279e-14,0,0,0,0,0,9.04469223961257e-08,0,0,0,0,0,0,0.0149706934443274,0,0,1.13502954701694e-07
"hjorth complexity zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33822317063925e-09,0,0,0.466765784480576,0,0,0,0,0.00441187853624025,0.0260155170532943,7.6757352166279e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.12194373196317e-05,0,0,0,0.00127368521393079,2.72836167436452e-07,0,0,0,0,0,0,2.63788990650937e-13,0.000135483865118635,0.760120635684414,0.185721330361241,0.000118015220887502,0,0,0.000995879139832678,0.0154788543751032,1.45130263362603e-09,0,4.36398928105319e-08,0.824200542950182,0.0981064879042148,7.42413419841936e-05,0,0,0,0.691667158499469,0.0307031025370674,0.00343935556256381,3.59111385073163e-09,0.232445643900752,0.00533948445552279,0.540904518177985,3.72808162119043e-09,0,9.98090499138016e-14,0,0,0,0,0,1.69864122767649e-14,0,0,0,0,9.8433352594407e-06,0,0,2.16164393691543e-05,0,0,0.00572114777720811,0,4.44089209850063e-16,0,0,0,0,0,0,0,0,0,0,0.00113595306654701,1.61212280467282e-05,2.82789926542293e-05
"hjorth mobility zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000320893670105571,0,0.00165685384967207,0.00156095222445329,8.91743449082938e-08,0,0.0167254815988429,0,2.47937887427607e-05,2.51635978720799e-09,0,0,0,0.000297837096453035,0,4.44089209850063e-16,0,0,0,0,0.000184633276521184,0,1.77635683940025e-15,6.6151828459482e-09,0.332976547838067,0,0.0479362142207251,0.309372141956836,0.0025212446448557,0,0,0,7.22859587298785e-07,0.0216978088578178,0.452377586522013,0.17457387815655,0,0,1.6157936672645e-05,0,0.00740784699411301,0,2.8705926524708e-12,0.0293035501820912,0.630784514986871,0.00108149078485575,0,0,0,1.84017726256869e-06,0.405180831997539,0.341439300778992,0,0,0.126785301164048,0.00155728395084842,0.635903433713951,6.23146346523384e-07,0,0,9.45998834822603e-12,0,0,0,0,0,0,0,0,0,0,0,0.0156636557318687,8.67161143049966e-05,0,1.92763580508792e-06,0,0,0,2.28983498828939e-12,0,0,0,0.000835209349533184,0,2.88657986402541e-15,0,0,8.88178419700125e-16,3.84914322637542e-13,0,5.99520433297585e-15
"katz fractal dim zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111652870383463,0,0,0,0,5.62521140778927e-11,0,4.54525306281539e-13,0.00400098048738418,0,0,0,0,0,0,0,0,1.17683640610267e-14,5.56860113576363e-11,0,0.026261696686624,0,0,0,0.0659165418841978,0,3.69525357979406e-07,0,0,0,0,0,3.31873677428263e-08,0.00428723853342849,0.44212936684977,0.480967961380109,0,0,0.00017132812956655,0,0.0288567359429395,0,1.77635683940025e-15,0.00208054330415508,0.50827479244872,0.254785848705687,0,0,0,0,0.000231891160719089,0.00275886893451338,0,0,0.00404844580392194,0,0.376624899594595,0,0,0,0,0,3.75895536919302e-10,0,0,0,0,0,0,0,0,0,0,0.00590365574865626,0,0,0,0,0,0,0,3.22775139949272e-12,0,0,0,0,0,0,0.000776092283844454,0,3.33066907387547e-16,7.79222494484699e-06
"kurtosis ampl alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140799934644974,9.84341830436719e-05,3.17015302897516e-11,0,0.0180340704756357,0,0,5.81497357887706e-05,0,0,0,1.8296469150858e-07,0,4.66311098306083e-05,0,0,7.33413330067378e-13,0,0.00103934456197008,0,0,3.5527136788005e-15,0.214066871941257,0,0.0298238504919597,0.205734035656962,2.19109619337132e-10,0,0,0,0.0182722184482768,5.63639343896805e-05,0.458843184280708,0.909360710471904,0,0,1.63935673606064e-05,0,0.0384501238296042,0,1.19751697447157e-09,0.00993116291387619,0.725546406622675,0.865736346380813,0,0,0,0,0.0191090455237497,0.22491527051816,0,0,0,0.210559753106584,0.773657579910847,0.00125483997081954,0,0,0,0,6.03032928703229e-07,0,0,0,0,0,0,0,5.27751176093716e-11,0,2.90134583025292e-12,0,0,0.10854056069007,0,0,0,0,0,4.33310112235574e-08,0,2.56473179860439e-05,0,2.79776608038684e-05,0,0,0,0.000199290773744032,0,1.20975029993531e-09
"kurtosis ampl beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822656578504333,0,1.33226762955019e-15,0.0267582070236313,0,0.0286411885581961,0,2.22044604925031e-16,0.00583521788511043,2.44802737614513e-06,1.2504438724914e-05,0.0733211479541125,0.01185853785226,0.190223689759513,0.016062438747219,0.018574375632862,0.0642046120938526,0.7863552813376,0.64086096541632,0.15639931444501,0.561430073740147,0,0.0320668506181493,0,0,0,0.0104281248263034,0.608112322384399,0,0,0.000229458299657148,0.542699075339814,0,0.383926603800803,0.532706521570945,0.000515060662422018,0.000310504817220059,0.0417191521999181,0.000531501714044591,0.232134895324287,0.0418344621358072,0.444771864879933,1.50075130100902e-09,0.649301472612294,0.743739242347014,6.39654535827816e-06,1.39215041117247e-06,4.44089209850063e-16,0,0,0.00481392136702219,0,0,0,0,3.57352256334931e-05,0,5.55686249414933e-06,1.22879484365512e-12,0.00709385473361235,0.167888406191015,0.484187600616306,4.8534697763003e-06,0.00746808551188494,0.0144608051592852,0.468303175439631,0.190754561558322,0.0162466184207007,3.98405516711664e-05,0.0500881681041649,0.193030219244583,0.0392896962895346,0.00475402574343287,0.355268207771942,0,5.88865248718484e-06,0.00101657476740913,1.3988810110277e-14,0.00775012106280282,0.140380793141,0.42746916202944,0.348259586680713,0.000153954642010179,0.153903454345499,0.0038620583224287,0.0389079793318187,0.000741643017579063,0,0.00235725492181693,0,2.66453525910038e-15
"kurtosis ampl delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329330953589713,0,2.68319035743314e-05,2.4556744586679e-06,0,0,0,0,0,0,0,0,9.02979913064428e-11,2.74870259886484e-09,0,0.00261430793022988,1.11022302462516e-15,0,0,0.000588349922856279,1.1570748388201e-05,7.7715611723761e-16,1.22124532708767e-15,0,0,0,0,9.05413521934406e-11,0.177753412341007,0.095397421916308,0.671375673777726,0,0,0.000595774962716122,0,0.00440207087147781,0,7.7715611723761e-16,0.0818731697858103,0.0400184628078465,0.668905220514702,0,0,0,0,0,0.0424541282528783,0,0,0.0929247694935977,0,0.122089286513125,0,0,0,0,0,9.65915768813552e-07,0,0,0,0,0,0,1.20747856158232e-12,0,0,4.9293902293357e-14,0.142749240145166,0,0,0,0,0,0,0,5.32210278070266e-07,0,0,0,0,0,0,0.000264127677511494,0,4.90214439485825e-07,0
"kurtosis ampl gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01314528883267e-13,1.7126489256114e-05,7.91948283503929e-05,0,0.00936693116307441,0,5.77326486617125e-09,5.13252440548229e-10,0,0,0,2.2201884775086e-10,0,0.108351664578588,0.000293887632364154,1.9175644072611e-07,0.151535519592529,0.0166060393797389,0,0,0,0.267275272452302,0,0,6.66133814775094e-16,0.00237235182247142,0.00562434999320827,0.00164275095748068,0.000992434977734713,0.00362662418958615,0.363693948942168,3.08242320556928e-11,0.540296302287458,9.93778782865107e-06,0.0876015671602131,0.0351728839367418,0.0993905646179607,0.0514902161012774,0.00113239036799984,0.0757181137047265,0.578106223791035,1.26509913656037e-11,0.450765086348936,0,0,8.95284206281488e-05,0,6.55154961171078e-07,0.000915095584439474,2.59106180955371e-10,0,0,0,2.22044604925031e-16,3.58706175873635e-10,0.00564815668012963,6.17728090901437e-13,0,0.069848323182905,1.28386190567653e-12,0,7.12528924751155e-11,0,0,0,0.0927689096901179,0,0,0.000220234090946958,3.25690520307509e-05,0,0,0.607013727915896,2.96866975446619e-11,0.00496748965022542,1.14908083048704e-13,0,0.0341098386053467,0,0,0,0,0,0,0,4.32986979603811e-15,0,6.44057415133403e-06
"kurtosis ampl theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03515809396693e-06,5.66398004550051e-05,0.000781465700621764,2.22044604925031e-15,0,9.96230350240879e-05,2.82915087537194e-05,0,0,0,0,0,0.131748514821162,0.00348945943872048,1.64112794909244e-07,1.05189240806602e-06,0.282594522269159,6.42877762135896e-09,0,0.000562891171233648,0.00373227473461846,2.67592836777908e-10,5.02331509721898e-12,0,3.89116361354525e-09,0,0,0.0917301407055375,0.00402712645932712,0.174408826019226,0.0767467359781915,4.52769355785421e-07,1.61914813112674e-07,0.610573839103144,0.113516589338327,0.52828993948241,0.00627008892723635,0.0710638553431285,0.00369109644730026,0.197707936349159,0.0103201673942912,1.46563537071209e-05,0,0,1.69793756832348e-09,0,0.053254808684768,0,4.97784036213034e-11,7.86600672725291e-05,0,0.0742068649326955,0,0,0.0301966439047821,0,0,3.09820475941081e-08,3.68840402664716e-10,0,5.39632499352294e-07,1.50116918895549e-10,0,0,0.00654609822624397,2.07611705604904e-14,0,6.71619037406757e-06,3.23898032212888e-05,0,0,1.62971367156928e-06,0,0.0189144281866755,0,0,4.20517556332101e-08,0,0,0,0,0,0,0,0,3.45857116279547e-08,0
"life time alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181505021226802,0.326172140409201,0.164638755551985,0,0,0,0,0,0.0181928619412095,0.0227276260570489,0.196407409256154,0.0002403138380902,0,5.42504878953132e-06,0,0.00226870897919174,0,0,0,5.16212609658062e-07,0,0,0,0,0,1.39459310399825e-06,4.32986979603811e-15,5.03794948203407e-07,0.116854587253574,0.466099646945662,0.684681254505506,0.139943957774541,0,0.00366543894053395,0.0459108665097316,0.113916648496273,4.48448234990906e-07,0,0.0586908416822171,0.279645822116502,0.298269778331751,0.174070562232584,0,0,0,0.235773617553338,0.473707106847199,0.0426440305502285,2.22044604925031e-16,0.0124215173741942,0.233535583897337,0.132414478323407,1.66445029736728e-06,0,0,0,0,0,0,0,0,0,0,0,0,4.10854521293302e-07,0,0,0.00613565545963168,0,0.342749258719238,0.0032583400401287,0,0,0,0,0,0,0.0100656445963939,0.0142104828194676,0.198342771683509,9.46087741080515e-05,0,0,0.103296957698748,0.0332401146820815,0
